,lon,lat,folder,Zona,prof,Zona2,ml
706,-90.6837,14.4869,2019-03-29-0801,5,9.4823,Superficial,1.89
707,-90.6838,14.4895,2019-03-29-0846,5,10.2817,Superficial,2.41
708,-90.694,14.4525,2019-03-29-0916,5,3.5491,Superficial,2.05
709,-90.6847,14.447,2019-03-29-1035,5,3.6906,Superficial,2.59
710,-90.508,14.4781,2019-03-30-0657,5,7.7472,Superficial,1.93
711,-90.7118,14.4528,2019-03-31-0426,5,0.7121,Superficial,2.12
712,-90.7093,14.4515,2019-03-31-0930,5,5.3999,Superficial,2.55
713,-90.5016,14.5362,2019-03-31-1014,5,12.3855,Superficial,1.38
714,-90.7022,14.452,2019-03-31-1254,5,4.6832,Superficial,4.38
715,-90.7055,14.4517,2019-03-31-1318,5,5.5941,Superficial,2.49
716,-90.71,14.4572,2019-03-31-1358,5,2.7111,Superficial,2.49
717,-90.6876,14.4473,2019-03-31-1741,5,4.3062,Superficial,2.72
718,-90.7085,14.4491,2019-03-31-1742,5,4.2525,Superficial,3.51
719,-90.7125,14.4602,2019-03-31-1813,5,4.0227,Superficial,2.73
720,-90.6916,14.4514,2019-03-31-1847,5,6.6775,Superficial,2.66
721,-90.704,14.4433,2019-03-31-2004,5,5.06,Superficial,3.39
722,-90.7011,14.4545,2019-03-31-2146,5,4.4614,Superficial,3.06
723,-90.7078,14.4278,2019-03-31-2152,5,3.9666,Superficial,2.1
724,-90.7095,14.446,2019-03-31-2215,5,3.6832,Superficial,2.8
725,-90.6956,14.4592,2019-04-01-0107,5,5.7024,Superficial,2.09
726,-90.705,14.4475,2019-04-01-0132,5,4.64,Superficial,3.94
727,-90.7037,14.4639,2019-04-01-0202,5,6.9076,Superficial,2.63
728,-90.6921,14.4348,2019-04-01-0314,5,5.7509,Superficial,3.1
729,-90.7108,14.4532,2019-04-01-0425,5,4.3777,Superficial,1.85
730,-90.7209,14.4655,2019-04-01-0456,5,5.4571,Superficial,2.52
731,-90.7077,14.445,2019-04-01-0822,5,5.1104,Superficial,2.25
732,-90.6939,14.4418,2019-04-01-1745,5,5.9111,Superficial,3.6
733,-90.702,14.4512,2019-04-01-1915,5,4.8759,Superficial,2.82
734,-90.5782,14.4488,2019-04-01-1927,5,6.4244,Superficial,2.37
735,-90.712,14.4481,2019-04-01-2227,5,5.752,Superficial,3.07
736,-90.7081,14.4518,2019-04-02-0428,5,5.2112,Superficial,2.75
737,-90.7079,14.4543,2019-04-02-1009,5,5.0469,Superficial,2.81
738,-90.4953,14.6526,2019-04-03-0537,5,11.4575,Superficial,1.71
739,-90.6915,14.449,2019-04-04-1800,5,0.5896,Superficial,2.11
740,-90.697,14.4452,2019-04-06-0854,5,2.9393,Superficial,1.8
741,-90.679,14.4802,2019-04-07-1214,5,7.5747,Superficial,3.15
742,-90.6912,14.452,2019-04-07-2139,5,2.8154,Superficial,2.03
743,-90.7064,14.4598,2019-04-13-2007,5,8.9539,Superficial,3.35
744,-90.6922,14.4434,2019-04-13-2101,5,5.8963,Superficial,2.78
745,-90.5685,14.4081,2019-04-14-1411,5,9.7653,Superficial,2.04
746,-90.6991,14.444,2019-04-16-0334,5,3.401,Superficial,3.36
747,-90.6989,14.4428,2019-04-16-0349,5,4.6384,Superficial,2.72
748,-90.697,14.4452,2019-04-16-0350,5,3.9559,Superficial,2.36
749,-90.6842,14.4396,2019-04-16-0400,5,3.0099,Superficial,2.66
750,-90.6958,14.4496,2019-04-16-0404,5,4.911,Superficial,4.64
751,-90.6964,14.4492,2019-04-16-0405,5,5.102,Superficial,3.39
752,-90.6845,14.4462,2019-04-16-0407,5,5.6014,Superficial,2.61
753,-90.6966,14.4329,2019-04-16-0410,5,4.4835,Superficial,2.07
754,-90.6825,14.4508,2019-04-16-0418,5,3.3557,Superficial,2.29
755,-90.7006,14.4389,2019-04-16-0444,5,1.6239,Superficial,2.98
756,-90.6994,14.4464,2019-04-16-0617,5,2.2706,Superficial,1.77
757,-90.6734,14.4339,2019-04-16-0835,5,5.4906,Superficial,1.79
758,-90.6819,14.4554,2019-04-16-1218,5,1.2462,Superficial,2.56
759,-90.6873,14.453,2019-04-16-1454,5,4.0938,Superficial,3.03
760,-90.71,14.47,2019-04-16-2307,5,8.7331,Superficial,2.46
761,-90.6893,14.4523,2019-04-17-0916,5,1.4991,Superficial,2.42
762,-90.702,14.431,2019-04-17-0951,5,0.27,Superficial,2.47
763,-90.6874,14.4481,2019-04-18-0250,5,4.8525,Superficial,1.94
764,-90.6808,14.45,2019-04-18-1012,5,2.6553,Superficial,2.85
765,-90.6238,14.4245,2019-04-19-0146,5,6.4938,Superficial,1.86
766,-90.6957,14.4701,2019-04-19-1101,5,5.5854,Superficial,1.61
767,-90.6999,14.4421,2019-04-19-1421,5,1.7851,Superficial,1.81
768,-90.7168,14.4487,2019-04-19-1909,5,1.1303,Superficial,2.03
769,-90.6968,14.4286,2019-04-21-0452,5,2.7442,Superficial,2.0
770,-90.6854,14.4596,2019-04-22-1511,5,3.4696,Superficial,2.71
771,-90.6996,14.4352,2019-04-22-1603,5,3.5534,Superficial,2.51
772,-90.7012,14.4383,2019-04-23-0335,5,5.1332,Superficial,2.76
773,-90.7013,14.4501,2019-04-29-1227,5,4.0443,Superficial,2.15
774,-90.6959,14.4469,2019-04-30-1154,5,6.9669,Superficial,2.41
775,-90.8912,14.7837,2019-04-30-1412,5,225.3654,Profundo,3.48
776,-90.5191,14.6081,2019-05-17-2140,5,6.0716,Superficial,1.72
777,-90.5016,14.6408,2019-05-18-0925,5,8.1038,Superficial,1.31
778,-90.5187,14.6096,2019-05-18-1003,5,6.9734,Superficial,1.85
779,-90.1137,14.0435,2019-05-21-2324,5,10.2714,Superficial,2.93
780,-90.5601,14.6178,2019-05-23-1146,5,12.4686,Superficial,2.05
781,-90.5169,14.5046,2019-05-25-1646,5,7.3123,Superficial,2.11
782,-90.5007,14.6133,2019-05-27-0924,5,11.0831,Superficial,1.53
783,-90.6805,14.4706,2019-06-07-0530,5,1.9853,Superficial,2.58
784,-91.207,14.7508,2019-06-07-0615,5,170.6371,Profundo,2.69
785,-90.688,14.4876,2019-06-10-0903,5,0.1601,Superficial,1.92
786,-90.276,14.3423,2019-06-13-0330,5,208.157,Profundo,3.86
787,-90.6007,14.4684,2019-06-15-0742,5,10.9917,Superficial,1.79
788,-90.668,14.4912,2019-06-16-0836,5,4.1682,Superficial,2.17
789,-90.7649,14.3895,2019-06-23-0924,5,12.9479,Superficial,1.93
790,-90.7776,14.605,2019-06-23-1101,5,6.6726,Superficial,2.67
791,-90.7579,14.5917,2019-06-23-1113,5,7.024,Superficial,1.74
792,-90.5409,14.2185,2019-06-25-1843,5,158.0659,Profundo,2.41
793,-90.5452,14.0981,2019-06-26-1404,5,85.5451,Intra 2,2.56
794,-90.6697,14.5178,2019-06-29-1127,5,1.23,Superficial,1.91
795,-90.6811,14.5015,2019-06-30-0703,5,9.1685,Superficial,1.54
796,-90.6846,14.5122,2019-06-30-1226,5,9.7739,Superficial,2.43
797,-90.5321,14.647,2019-07-01-1427,5,6.85,Superficial,1.48
798,-90.6933,14.4895,2019-07-02-0830,5,6.1646,Superficial,2.53
799,-90.6966,14.5153,2019-07-03-0352,5,10.0201,Superficial,1.87
800,-90.6908,14.5195,2019-07-03-0729,5,9.2371,Superficial,1.56
801,-90.5006,14.5655,2019-07-03-0926,5,11.254,Superficial,1.37
802,-90.5141,14.529,2019-07-03-1016,5,8.0982,Superficial,1.61
803,-90.5061,14.549,2019-07-03-1120,5,7.7453,Superficial,1.96
804,-90.5467,14.5406,2019-07-03-1121,5,12.1785,Superficial,1.52
805,-90.5099,14.548,2019-07-03-1127,5,7.8611,Superficial,1.9
806,-90.3598,14.0908,2019-07-05-0018,5,177.3993,Profundo,3.54
807,-90.5186,14.534,2019-07-06-0725,5,2.1493,Superficial,2.28
808,-90.5103,14.5481,2019-07-06-1759,5,9.8559,Superficial,2.08
809,-90.5044,14.5472,2019-07-07-1149,5,5.35,Superficial,1.35
810,-90.6094,14.4052,2019-07-07-1351,5,8.3867,Superficial,2.57
811,-90.3726,13.9794,2019-07-07-2222,5,158.4659,Profundo,3.03
812,-90.5207,14.5382,2019-07-21-0037,5,6.051,Superficial,1.24
813,-90.4867,14.5698,2019-07-23-0909,5,13.0431,Superficial,1.65
814,-91.3794,14.9135,2019-07-29-0416,5,169.4209,Profundo,2.98
815,-91.0559,14.7617,2019-08-12-0925,5,8.9763,Superficial,2.36
816,-90.2808,14.4113,2019-08-20-0916,5,221.4781,Profundo,2.19
817,-90.5778,14.4345,2019-08-25-0122,5,10.3833,Superficial,1.7
818,-90.6199,14.457,2019-09-01-0157,5,5.6605,Superficial,1.84
819,-90.4379,14.5948,2019-09-07-0119,5,9.947,Superficial,1.4
820,-90.4148,14.3995,2019-09-08-1833,5,6.9602,Superficial,1.9
821,-90.6756,14.5014,2019-09-11-1007,5,1.5119,Superficial,2.31
822,-90.6675,14.501,2019-09-11-1155,5,1.4277,Superficial,2.03
823,-90.6789,14.4909,2019-09-13-0554,5,2.8456,Superficial,1.89
824,-90.6648,14.5049,2019-09-13-1029,5,2.3521,Superficial,1.59
825,-90.6836,14.4802,2019-09-14-0503,5,3.0634,Superficial,1.96
826,-90.6889,14.4799,2019-09-14-0515,5,3.5848,Superficial,2.55
827,-90.6818,14.4802,2019-09-14-0530,5,1.8396,Superficial,1.73
828,-90.6781,14.4793,2019-09-15-0206,5,2.8448,Superficial,1.95
829,-90.5334,14.4506,2019-09-15-1650,5,7.4965,Superficial,1.71
830,-90.5371,14.4607,2019-09-15-1652,5,9.2688,Superficial,1.59
831,-90.522,14.5446,2019-09-19-0039,5,12.3186,Superficial,1.14
832,-90.5607,14.5054,2019-09-19-1827,5,15.9706,Intra 1,1.38
833,-90.5329,14.4607,2019-09-24-0205,5,7.1773,Superficial,1.82
834,-90.5449,14.4514,2019-09-25-0549,5,7.1205,Superficial,1.3
835,-90.5447,14.4594,2019-09-25-0600,5,7.8692,Superficial,1.39
836,-90.5999,14.4423,2019-09-25-1111,5,7.2929,Superficial,1.9
837,-90.6636,14.4372,2019-09-29-1511,5,6.3477,Superficial,1.8
838,-90.3677,14.2156,2019-10-04-0407,5,10.9173,Superficial,3.0
839,-90.2851,14.2041,2019-10-05-0904,5,7.724,Superficial,1.81
840,-90.5024,14.4835,2019-10-06-2206,5,6.9622,Superficial,1.5
841,-90.4856,14.5522,2019-10-07-0036,5,9.7957,Superficial,1.59
842,-90.2888,14.2408,2019-10-07-1343,5,2.8026,Superficial,2.44
843,-90.2873,14.01,2019-10-09-2149,5,13.6939,Superficial,2.47
844,-91.4568,14.5517,2019-10-11-2213,5,130.2858,Intra 2,3.25
845,-90.2481,14.1291,2019-10-13-2339,5,155.8244,Profundo,2.84
846,-90.3612,14.2099,2019-10-17-1618,5,174.5627,Profundo,2.94
847,-90.0573,14.2183,2019-10-19-1832,5,178.7758,Profundo,3.42
848,-90.6383,14.5057,2019-10-20-0451,5,5.9114,Superficial,1.43
849,-90.2787,14.2826,2019-10-20-1622,5,5.4779,Superficial,2.61
850,-90.5761,14.408,2019-10-20-2342,5,8.3231,Superficial,1.95
851,-90.6137,14.4448,2019-10-20-2345,5,10.5198,Superficial,1.9
852,-90.577,14.4298,2019-10-21-2005,5,3.6869,Superficial,1.84
853,-90.519,14.5199,2019-10-22-2205,5,9.1823,Superficial,1.46
854,-90.2767,14.2837,2019-10-28-0647,5,5.8937,Superficial,3.58
855,-90.5125,14.5199,2019-10-29-0552,5,2.7847,Superficial,1.2
856,-90.2804,14.2639,2019-10-31-0756,5,8.2854,Superficial,3.26
857,-90.2827,14.2821,2019-10-31-1131,5,6.7035,Superficial,2.18
858,-90.8677,14.3982,2019-11-02-1813,5,5.1716,Superficial,2.78
859,-90.2861,14.2716,2019-11-02-1923,5,7.7212,Superficial,2.64
860,-90.6381,14.4722,2019-11-03-0155,5,10.3166,Superficial,1.48
861,-90.6809,14.3747,2019-11-05-0511,5,177.9465,Profundo,2.97
862,-90.2894,14.2635,2019-11-06-0611,5,7.1593,Superficial,2.92
863,-90.4915,14.5024,2019-11-07-0105,5,9.1565,Superficial,1.63
864,-90.4904,14.5072,2019-11-07-0206,5,8.7735,Superficial,1.79
865,-90.491,14.5148,2019-11-07-0740,5,8.6145,Superficial,0.98
866,-90.4883,14.5061,2019-11-07-0745,5,8.486,Superficial,1.35
867,-90.492,14.5008,2019-11-07-0746,5,9.6958,Superficial,1.15
868,-90.4883,14.5095,2019-11-07-1129,5,9.119,Superficial,1.56
869,-90.4825,14.5166,2019-11-07-1302,5,6.8775,Superficial,1.52
870,-90.4961,14.501,2019-11-09-0730,5,10.0524,Superficial,1.63
871,-90.3625,14.355,2019-11-09-0831,5,202.888,Profundo,4.53
872,-90.4916,14.5145,2019-11-09-0901,5,8.7624,Superficial,1.07
873,-90.4925,14.5073,2019-11-10-0653,5,10.041,Superficial,1.41
874,-90.5384,14.6174,2019-11-12-0932,5,13.4743,Superficial,1.54
875,-90.648,14.5907,2019-11-24-2229,5,12.078,Superficial,2.46
876,-90.6606,14.5937,2019-11-24-2230,5,7.7846,Superficial,2.2
877,-90.4665,14.2678,2019-11-24-2339,5,17.1697,Intra 1,1.99
878,-90.5945,14.4274,2019-11-28-0058,5,8.7393,Superficial,2.2
879,-90.7385,14.6046,2019-12-01-0030,5,9.9489,Superficial,1.92
880,-90.7155,14.6101,2019-12-01-0422,5,13.1427,Superficial,1.99
881,-90.7443,14.6181,2019-12-01-0801,5,7.6047,Superficial,2.21
882,-90.746,14.6039,2019-12-01-1418,5,9.4869,Superficial,1.89
883,-90.3889,14.0425,2019-12-01-2337,5,139.8735,Intra 2,3.78
884,-90.3826,14.4365,2019-12-03-0458,5,7.7261,Superficial,2.0
885,-90.7403,14.6074,2019-12-04-0611,5,5.8692,Superficial,2.33
886,-90.7259,14.5941,2019-12-04-0845,5,7.8193,Superficial,1.44
887,-90.7301,14.6045,2019-12-04-0856,5,6.1226,Superficial,1.67
888,-90.7448,14.6088,2019-12-04-1031,5,5.7822,Superficial,1.91
889,-90.5288,14.512,2019-12-08-0338,5,11.1627,Superficial,1.35
890,-90.5156,14.6053,2019-12-09-0556,5,11.1465,Superficial,0.88
891,-90.2958,14.294,2019-12-12-0211,5,10.1479,Superficial,2.45
892,-90.6478,14.2528,2019-12-18-0957,5,151.461,Profundo,2.13
893,-90.767,14.465,2019-12-20-0925,5,5.6227,Superficial,2.64
894,-90.4359,14.1827,2019-12-21-2148,5,12.5868,Superficial,2.84
895,-90.4518,14.4985,2019-12-31-0203,5,4.0991,Superficial,1.25
896,-91.0418,14.7417,2019-12-31-0232,5,3.064,Superficial,3.0
897,-90.4969,14.6218,2020-01-01-1414,5,10.9348,Superficial,1.99
898,-90.501,14.6223,2020-01-01-1415,5,10.7559,Superficial,1.42
899,-90.5067,14.7034,2019-02-10-0718,6,3.2675,Superficial,1.01
900,-90.4926,14.7338,2019-02-11-0116,6,3.2704,Superficial,1.88
901,-90.4993,14.7189,2019-02-11-0520,6,3.6954,Superficial,2.09
902,-90.4934,14.7165,2019-02-11-1216,6,3.2124,Superficial,1.93
903,-90.4907,14.7303,2019-02-11-1225,6,4.1676,Superficial,1.59
904,-90.4876,14.7132,2019-02-11-1417,6,2.451,Superficial,1.84
905,-90.5095,14.6915,2019-02-11-1551,6,8.2302,Superficial,1.88
906,-90.4907,14.724,2019-02-12-0055,6,3.3831,Superficial,2.22
907,-90.4953,14.7337,2019-02-12-0659,6,5.4621,Superficial,1.57
908,-90.5031,14.7102,2019-02-12-0835,6,2.9209,Superficial,1.72
909,-90.4913,14.7326,2019-02-12-0836,6,4.3421,Superficial,1.49
910,-90.5123,14.7059,2019-02-13-0513,6,3.1607,Superficial,1.4
911,-90.5004,14.7128,2019-02-13-0646,6,4.1471,Superficial,2.13
912,-90.4948,14.7261,2019-02-13-0650,6,5.6408,Superficial,1.43
913,-90.4955,14.7111,2019-02-13-0651,6,3.7081,Superficial,1.44
914,-90.5013,14.7164,2019-02-14-0849,6,4.5721,Superficial,1.57
915,-89.6915,14.6924,2019-02-17-0904,6,10.8165,Superficial,3.72
916,-90.4829,14.7128,2019-02-17-2109,6,5.9678,Superficial,1.53
917,-90.4963,14.7082,2019-02-19-0030,6,5.3484,Superficial,1.58
918,-90.5002,14.7175,2019-02-19-1620,6,4.0805,Superficial,1.7
919,-90.5006,14.7151,2019-02-22-1126,6,2.9958,Superficial,2.81
920,-89.1314,14.5358,2019-04-05-2351,6,19.8489,Intra 1,4.62
921,-89.0919,14.5763,2019-04-07-1743,6,4.729,Superficial,3.45
922,-90.5128,14.7368,2019-04-08-0138,6,5.8771,Superficial,1.73
923,-89.1307,14.5564,2019-04-08-1314,6,4.679,Superficial,3.79
924,-89.73,14.1912,2019-04-11-0649,6,15.7499,Intra 1,3.48
925,-90.5087,14.7369,2019-04-11-1230,6,3.7295,Superficial,2.05
926,-90.4722,14.6592,2019-04-14-0746,6,1.0384,Superficial,2.47
927,-89.1326,14.5147,2019-06-02-1309,6,18.0344,Intra 1,3.98
928,-89.1309,14.7412,2019-06-20-1443,6,14.6435,Superficial,4.09
929,-90.6074,14.8369,2019-07-08-0558,6,15.3012,Intra 1,2.39
930,-90.4989,14.7288,2019-08-13-0115,6,6.6074,Superficial,1.86
931,-90.731,14.7851,2019-08-19-0902,6,14.653,Superficial,2.19
932,-90.7328,14.785,2019-08-19-1149,6,15.0866,Intra 1,2.95
933,-90.7927,14.8337,2019-08-19-1257,6,18.879,Intra 1,2.46
934,-90.5376,14.753,2019-08-30-0443,6,20.1101,Intra 1,1.78
935,-88.972,14.199,2019-09-04-0322,6,13.7084,Superficial,2.91
936,-90.6688,14.7392,2019-09-09-0726,6,16.4947,Intra 1,1.69
937,-89.1174,14.5556,2019-09-22-0654,6,8.2706,Superficial,2.95
938,-89.0994,14.5419,2019-09-23-0419,6,9.9125,Superficial,2.53
939,-89.1215,14.7742,2019-10-01-1933,6,5.1645,Superficial,3.69
940,-90.2199,14.4701,2019-10-03-0246,6,14.3985,Superficial,2.09
941,-90.5591,14.7461,2019-10-04-0540,6,8.2824,Superficial,1.81
942,-90.2102,14.6385,2019-10-20-1221,6,16.3725,Intra 1,2.19
943,-90.5097,14.723,2019-10-30-1128,6,1.4198,Superficial,2.87
944,-90.5151,14.73,2019-10-30-1233,6,7.8577,Superficial,1.51
945,-88.809,15.1136,2019-12-05-0552,6,13.6668,Superficial,3.33
946,-89.5112,14.7538,2019-12-24-0311,6,2.2002,Superficial,3.42
947,-89.5419,14.7657,2019-12-24-0945,6,5.6666,Superficial,3.59
948,-89.5498,14.7499,2019-12-27-1007,6,8.624,Superficial,3.19
949,-90.323,14.5821,2020-01-01-0602,6,4.0346,Superficial,2.17
950,-89.6178,14.9977,2019-02-03-1157,7,14.3816,Superficial,3.85
951,-92.3076,15.7507,2019-02-05-1614,7,161.4052,Profundo,5.1
952,-91.2073,15.3388,2019-02-07-0134,7,6.2146,Superficial,3.12
953,-89.8975,15.0522,2019-02-10-1008,7,8.2504,Superficial,3.62
954,-89.3964,15.0659,2019-02-24-0238,7,1.7176,Superficial,3.37
955,-91.0203,15.7191,2019-02-25-1149,7,11.3472,Superficial,3.44
956,-91.729,15.4692,2019-02-27-1352,7,193.9876,Profundo,3.74
957,-92.0053,15.5245,2019-03-14-1005,7,190.5401,Profundo,4.57
958,-90.1408,15.3,2019-04-03-2146,7,14.1929,Superficial,3.61
959,-90.0456,15.2947,2019-04-04-0156,7,2.48,Superficial,3.2
960,-91.5446,16.0152,2019-04-22-0604,7,5.2803,Superficial,3.57
961,-90.7785,15.6887,2019-04-24-1510,7,1.6931,Superficial,3.41
962,-91.7251,15.4615,2019-04-29-1147,7,203.7642,Profundo,3.48
963,-91.7888,15.3544,2019-04-30-0950,7,153.5865,Profundo,3.28
964,-88.7016,15.9282,2019-05-09-0645,7,17.297,Intra 1,3.68
965,-90.1869,15.5716,2019-05-14-0105,7,4.1542,Superficial,3.86
966,-91.9024,15.3375,2019-05-17-0802,7,153.6713,Profundo,3.6
967,-91.9364,15.3256,2019-05-20-0923,7,4.8066,Superficial,4.03
968,-91.8734,15.3087,2019-05-20-1539,7,9.457,Superficial,3.66
969,-91.2753,15.8457,2019-05-28-0921,7,7.9836,Superficial,3.82
970,-92.189,15.9018,2019-05-29-0317,7,172.3776,Profundo,4.0
971,-90.5497,15.3373,2019-06-03-0651,7,14.2002,Superficial,4.19
972,-92.1568,15.3254,2019-06-04-0443,7,141.2141,Intra 2,3.35
973,-90.5238,15.0766,2019-06-07-1916,7,26.0029,Intra 1,2.99
974,-89.7195,15.1914,2019-06-11-0323,7,24.9637,Intra 1,3.6
975,-89.599,14.9748,2019-06-14-1917,7,7.6774,Superficial,4.27
976,-88.819,15.589,2019-06-16-0736,7,5.0799,Superficial,4.01
977,-91.0564,15.7655,2019-06-18-1305,7,13.8531,Superficial,3.52
978,-92.0934,15.5511,2019-06-27-0325,7,161.6506,Profundo,3.24
979,-91.572,15.9975,2019-07-02-0254,7,3.4428,Superficial,4.47
980,-91.5854,15.9785,2019-07-02-0802,7,16.7896,Intra 1,3.82
981,-92.0887,15.782,2019-07-02-1941,7,238.7013,Profundo,4.33
982,-91.0056,15.741,2019-07-03-0054,7,2.8782,Superficial,4.64
983,-91.0181,15.7538,2019-07-03-1012,7,7.6372,Superficial,3.66
984,-91.006,15.7544,2019-07-04-0931,7,7.7894,Superficial,3.12
985,-91.0215,15.6926,2019-07-05-1118,7,9.9733,Superficial,3.41
986,-91.7605,15.3634,2019-07-11-0948,7,175.4429,Profundo,3.03
987,-91.0047,15.7118,2019-07-14-0157,7,13.8965,Superficial,5.16
988,-90.9709,15.6819,2019-07-14-0159,7,6.172,Superficial,4.4
989,-91.0255,15.6574,2019-07-14-0322,7,4.9618,Superficial,3.41
990,-91.0726,15.7093,2019-07-14-1126,7,15.4465,Intra 1,3.15
991,-91.0006,15.6296,2019-07-14-1141,7,2.0183,Superficial,2.8
992,-91.0057,15.6586,2019-07-14-1231,7,3.064,Superficial,3.17
993,-91.0059,15.731,2019-07-18-0439,7,9.9541,Superficial,3.32
994,-91.3073,15.3794,2019-07-21-2127,7,16.4539,Intra 1,3.59
995,-91.004,15.7018,2019-07-22-0107,7,4.4885,Superficial,4.77
996,-91.0102,15.7312,2019-07-22-2239,7,4.4408,Superficial,3.92
997,-91.4801,15.9066,2019-07-24-0631,7,9.725,Superficial,3.12
998,-91.0396,15.7377,2019-07-25-0557,7,17.0474,Intra 1,3.97
999,-91.0425,15.6824,2019-07-25-1055,7,1.9155,Superficial,4.01
1000,-91.1887,15.6774,2019-08-05-0026,7,12.1111,Superficial,3.23
1001,-88.3203,15.7032,2019-08-05-0624,7,8.0083,Superficial,3.66
1002,-92.0404,15.3515,2019-08-16-0610,7,13.4981,Superficial,2.85
1003,-90.2838,15.515,2019-08-19-0857,7,6.9133,Superficial,2.39
1004,-90.1812,15.7494,2019-08-20-1832,7,1.5839,Superficial,3.48
1005,-91.4944,15.8531,2019-08-25-1030,7,56.9614,Intra 1,3.34
1006,-91.01,15.6855,2019-08-26-0214,7,5.0,Superficial,3.73
1007,-91.0077,15.7482,2019-08-27-0955,7,31.8694,Intra 1,2.8
1008,-91.841,15.2613,2019-08-28-0551,7,236.9687,Profundo,2.61
1009,-88.9601,15.8108,2019-08-30-0025,7,11.1388,Superficial,4.31
1010,-90.9929,15.65,2019-08-30-0255,7,6.9616,Superficial,3.38
1011,-91.0593,15.8419,2019-08-31-0258,7,19.929,Intra 1,3.3
1012,-90.1271,15.2958,2019-09-09-0107,7,4.6082,Superficial,3.76
1013,-91.2375,15.9832,2019-09-09-0156,7,0.0548,Superficial,2.91
1014,-92.0696,15.4175,2019-09-12-0132,7,151.92,Profundo,3.8
1015,-91.8893,15.4289,2019-09-18-1428,7,171.6212,Profundo,3.71
1016,-91.022,15.6874,2019-09-23-0349,7,7.7909,Superficial,3.08
1017,-90.9262,15.3145,2019-09-25-0800,7,16.7114,Intra 1,2.36
1018,-90.2054,15.1313,2019-09-25-1158,7,10.8873,Superficial,3.43
1019,-90.2031,15.1419,2019-09-28-0611,7,11.9124,Superficial,2.73
1020,-88.4388,15.5638,2019-09-29-0647,7,3.7982,Superficial,3.22
1021,-89.6024,15.0058,2019-09-30-0238,7,3.1393,Superficial,3.54
1022,-88.6147,15.6864,2019-10-01-1637,7,0.7203,Superficial,3.55
1023,-88.5937,15.5292,2019-10-03-0242,7,9.4946,Superficial,3.41
1024,-88.3292,15.494,2019-10-15-1413,7,1.4695,Superficial,3.37
1025,-88.3109,15.4963,2019-10-15-1419,7,0.0176,Superficial,4.28
1026,-90.6771,15.3431,2019-10-17-2335,7,10.8308,Superficial,3.75
1027,-91.1641,15.1276,2019-10-20-0906,7,191.9417,Profundo,2.81
1028,-89.5976,14.9699,2019-10-22-1712,7,6.5209,Superficial,3.65
1029,-89.6041,14.982,2019-10-22-1810,7,7.0726,Superficial,3.82
1030,-89.608,14.9811,2019-10-23-0113,7,6.4673,Superficial,4.19
1031,-89.6074,14.9695,2019-10-23-0148,7,5.4837,Superficial,3.11
1032,-91.9538,15.7109,2019-10-24-0354,7,201.1331,Profundo,5.06
1033,-91.8149,15.5865,2019-10-29-0750,7,179.8194,Profundo,3.53
1034,-89.9339,15.8116,2019-11-01-2024,7,10.5186,Superficial,4.8
1035,-88.4933,15.5045,2019-11-05-2227,7,5.6516,Superficial,4.44
1036,-91.4763,15.6363,2019-11-10-0934,7,9.9163,Superficial,3.04
1037,-89.866,15.7398,2019-11-13-1353 ,7,3.5154,Superficial,4.43
1038,-90.4628,14.9277,2019-11-16-2300,7,5.7345,Superficial,2.78
1039,-91.2534,15.9966,2019-11-19-2120,7,2.8807,Superficial,4.11
1040,-88.3189,15.5491,2019-11-24-0824,7,0.9923,Superficial,3.72
1041,-91.018,15.7575,2019-11-26-0735,7,1.7203,Superficial,3.89
1042,-90.6936,15.3124,2019-12-17-0133,7,15.8158,Intra 1,3.97
1043,-91.7575,15.4263,2019-12-20-0308,7,195.5249,Profundo,4.18
1044,-90.6653,15.3119,2019-12-23-2325,7,4.8824,Superficial,3.26
1045,-90.5868,15.3193,2019-12-28-0905,7,21.5543,Intra 1,2.69
1046,-91.3069,16.6323,2019-02-05-0900,8,48.7977,Intra 1,3.82
1047,-90.6971,15.9539,2019-02-17-1032,8,12.2453,Superficial,3.19
1048,-90.6621,16.6582,2019-04-24-2031,8,0.3164,Superficial,4.67
1049,-90.3303,16.0055,2019-05-22-2141,8,6.002,Superficial,3.89
1050,-90.4839,16.0436,2019-08-06-0353,8,12.7005,Superficial,3.6
1051,-90.1185,16.087,2019-08-18-0546,8,9.9359,Superficial,3.93
1052,-91.0634,16.7221,2019-08-24-2254,8,14.1013,Superficial,3.92
1053,-90.1521,16.0462,2019-08-31-2239,8,8.3383,Superficial,4.33
1054,-91.0721,16.3538,2019-09-04-0800,8,14.4988,Superficial,3.28
1055,-90.8566,16.3296,2019-09-29-2226,8,1.1891,Superficial,3.71
1056,-90.1837,15.9866,2019-10-05-2025,8,1.3424,Superficial,4.04
1057,-90.3803,16.0202,2019-11-08-0445,8,19.1842,Intra 1,3.9
1058,-90.5416,16.1519,2019-12-09-1615,8,10.3331,Superficial,4.12
1059,-91.3065,17.2881,2019-12-21-1805,8,15.0513,Intra 1,4.59
1060,-92.4746,14.7361,2019-02-01-1613,SC,,,
1061,-92.4078,14.5426,2019-02-01-1633,SC,,,
1062,-92.5364,14.4703,2019-02-01-1641,SC,,,
1063,-92.5103,14.6217,2019-02-01-1659,SC,,,
1064,-92.4639,14.5383,2019-02-01-1750,SC,,,
1065,-92.5206,14.5016,2019-02-01-1844,SC,,,
